"Invoice_Number","Sales_Order_Number","Customer_Number","invoice_date","Invoice_Amount","Payment_Status","payment_date","Payment_Amount","Created_By","created_on","Approved_By","approved_on"
"173640037243","000008176328","0252935",2014-03-23,3290.98,"Paid",2014-04-27,3290.98,"0000125640",2014-03-23,"0000124928",2014-03-25
"173640037244","000008176329","0236040",2014-03-19,3529.6,"Paid",2014-04-01,3529.6,"0000127561",2014-03-19,"0000125235",2014-03-22
"173640037245","000008176330","0256302",2014-04-01,1793.29,"Paid",2014-04-05,1793.29,"0000126613",2014-04-01,"0000124928",2014-04-05
"173640037246","000008176331","0248238",2014-03-26,19779.03,"Paid",2014-06-18,19779.03,"0000125493",2014-03-26,"0000125235",2014-03-29
"173640037247","000008176332","0260572",2014-03-25,16667.96,"Paid",2015-05-13,16667.96,"0000127199",2014-03-25,"0000125235",2014-04-01
"173640037248","000008176333","0250821",2014-03-22,7995.75,"Paid",2014-03-26,7995.75,"0000125640",2014-03-22,"0000125235",2014-03-26
"173640037249","000008176334","0252110",2014-03-22,9782.7,"Paid",2014-03-27,9782.7,"0000125493",2014-03-22,"0000125235",2014-03-24
"173640037250","000008176335","0250897",2014-03-23,5453.18,"Paid",2014-04-03,5453.18,"0000125913",2014-03-23,"0000125235",2014-03-25
"173640037251","000008176336","0262101",2014-03-18,5174.75,"Paid",2014-09-12,5174.75,"0000125493",2014-03-18,"0000124928",2014-03-26
"173640037252","000008176337","0258605",2014-03-22,3473.83,"Paid",2014-04-06,3473.83,"0000125640",2014-03-22,"0000125235",2014-03-24
"173640037253","000008176338","0262673",2014-03-22,31986.83,"Paid",2014-05-26,31986.83,"0000125640",2014-03-22,"0000124928",2014-03-24
"173640037254","000008176339","0252718",2014-03-22,26453.33,"Paid",2014-04-27,26453.33,"0000125435",2014-03-22,"0000124928",2014-03-26
"173640037255","000008176340","0238435",2014-03-23,16498.59,"Paid",2014-04-27,16498.59,"0000127199",2014-03-23,"0000125235",2014-03-30
"173640037256","000008176341","0245846",2014-03-23,4270.91,"Paid",2014-06-09,4270.91,"0000125640",2014-03-23,"0000124928",2014-03-31
"173640037257","000008176342","0262554",2014-04-01,23084.62,"Paid",2014-04-26,23084.62,"0000125913",2014-04-01,"0000125235",2014-04-06
"173640037258","000008176343","0264482",2014-04-02,27178.67,"Paid",2014-05-29,27178.67,"0000126613",2014-04-02,"0000124928",2014-04-05
"173640037259","000008176344","0239148",2014-03-24,32969.88,"Paid",2014-06-11,32969.88,"0000125170",2014-03-24,"0000125235",2014-03-25
"173640037260","000008176345","0260122",2014-03-26,37448.07,"Paid",2014-06-22,37448.07,"0000127205",2014-03-26,"0000125235",2014-04-02
"173640037261","000008176346","0235441",2014-03-25,28221.7,"Paid",2014-06-17,28221.7,"0000127561",2014-03-25,"0000124928",2014-03-26
"173640037262","000008176347","0251896",2014-04-06,25781.28,"Paid",2014-05-13,25781.28,"0000125493",2014-04-06,"0000124928",2014-04-08
"173640037263","000008176348","0263523",2014-03-26,20224.09,"Paid",2014-04-02,0,"0000127199",2014-03-26,"0000125235",2014-03-30
"173640037264","000008176349","0259844",2014-03-23,19893.63,"Paid",2014-03-30,19893.63,"0000126692",2014-03-23,"0000125235",2014-03-25
"173640037265","000008176350","0261040",2014-03-30,14936.53,"Paid",2014-05-07,14936.53,"0000125170",2014-03-30,"0000125235",2014-04-07
"173640037266","000008176351","0239342",2014-04-01,11879.05,"Paid",2014-04-24,11879.05,"0000127561",2014-04-01,"0000124928",2014-04-07
"173640037267","000008176352","0250638",2014-04-01,13357.04,"Paid",2014-05-20,13357.04,"0000126677",2014-04-01,"0000125235",2014-04-05
"173640037268","000008176353","0255257",2014-04-02,7355.04,"Paid",2014-08-25,7355.04,"0000125435",2014-04-02,"0000124928",2014-04-06
"173640037269","000008176354","0257104",2014-03-30,7024.55,"Paid",2014-04-14,7024.55,"0000126613",2014-03-30,"0000125235",2014-04-08
"173640037270","000008176355","0254892",2014-03-31,4026.2,"Paid",2014-04-01,4026.2,"0000127205",2014-03-31,"0000125235",2014-04-08
"173640037271","000008176356","0251451",2014-04-08,6671.58,"Paid",2014-06-18,6671.58,"0000126677",2014-04-08,"0000125235",2014-04-16
"173640037272","000008176357","0254557",2014-04-06,4871.35,"Paid",2014-04-07,4871.35,"0000127205",2014-04-06,"0000124928",2014-04-09
"173640037273","000008176358","0259572",2014-03-24,6471.44,"Paid",2014-10-27,6471.44,"0000126692",2014-03-24,"0000125235",2014-03-31
"173640037274","000008176359","0234847",2014-04-01,1938.01,"Paid",2015-07-12,1938.01,"0000126613",2014-04-01,"0000125235",2014-04-09
"173640037275","000008176360","0254542",2014-03-30,1967.99,"Paid",2014-05-10,1967.99,"0000125640",2014-03-30,"0000125235",2014-04-01
"173640037276","000008176361","0256774",2014-04-09,994.98,"Paid",2014-06-06,994.98,"0000125493",2014-04-09,"0000125235",2014-04-13
"173640037277","000008176362","0261271",2014-03-26,41986.89,"Paid",2014-07-06,41986.89,"0000125170",2014-03-26,"0000125235",2014-03-29
"173640037278","000008176363","0247876",2014-03-29,5917.04,"Paid",2014-04-29,5917.04,"0000125170",2014-03-29,"0000125235",2014-03-31
"173640037279","000008176364","0259124",2014-03-30,7578.08,"Paid",2014-05-06,7578.08,"0000127199",2014-03-30,"0000125235",2014-03-31
"173640037280","000008176365","0245462",2014-03-30,3330.43,"Paid",2014-07-08,3330.43,"0000125913",2014-03-30,"0000125235",2014-04-01
"173640037281","000008176366","0237198",2014-03-22,3402.38,"Paid",2014-03-29,0,"0000127561",2014-03-22,"0000124928",2014-03-23
"173640037282","000008176367","0264589",2014-04-01,2344.02,"Paid",2014-05-14,2344.02,"0000126692",2014-04-01,"0000124928",2014-04-06
"173640037283","000008176368","0244078",2014-03-26,12574.61,"Paid",2014-04-02,0,"0000125548",2014-03-26,"0000124928",2014-03-30
"173640037284","000008176369","0263638",2014-03-24,25871.92,"Paid",2014-05-24,25871.92,"0000125170",2014-03-24,"0000124928",2014-03-31
"173640037285","000008176370","0260282",2014-03-25,19323.23,"Paid",2014-05-18,19323.23,"0000125435",2014-03-25,"0000125235",2014-03-31
"173640037286","000008176371","0236173",2014-03-31,17198.12,"Paid",2015-05-16,17198.12,"0000127205",2014-03-31,"0000125235",2014-04-01
"173640037287","000008176372","0238479",2014-04-01,11302.83,"Paid",2014-04-30,11302.83,"0000126932",2014-04-01,"0000125235",2014-04-07
"173640037288","000008176373","0245036",2014-03-23,7556.95,"Paid",2014-04-08,7556.95,"0000126692",2014-03-23,"0000125235",2014-03-24
"173640037289","000008176374","0252472",2014-03-26,3943.82,"Paid",2014-04-22,3943.82,"0000125435",2014-03-26,"0000124928",2014-03-29
"173640037290","000008176375","0240164",2014-04-05,3817.84,"Paid",2014-06-13,3817.84,"0000125493",2014-04-05,"0000125235",2014-04-06
"173640037291","000008176376","0247237",2014-04-01,6135.54,"Paid",2014-05-19,6135.54,"0000126677",2014-04-01,"0000125235",2014-04-06
"173640037292","000008176377","0244458",2014-04-02,4094.93,"Paid",2014-04-09,0,"0000127205",2014-04-02,"0000125235",2014-04-06
"173640037293","000008176378","0243722",2014-04-01,6759.4,"Paid",2014-03-30,6759.4,"0000125493",2014-04-01,"0000125235",2014-04-02
"173640037294","000008176379","0257854",2014-03-29,3530.14,"Paid",2014-03-30,3530.14,"0000126692",2014-03-29,"0000125235",2014-03-30
"173640037295","000008176380","0235442",2014-03-26,3557.72,"Paid",2014-07-06,3557.72,"0000125170",2014-03-26,"0000124928",2014-03-29
"173640037296","000008176381","0244696",2014-04-07,22311.61,"Paid",2014-05-08,22311.61,"0000125640",2014-04-07,"0000125235",2014-04-09
"173640037297","000008176382","0238050",2014-03-24,24065.19,"Paid",2014-06-29,24065.19,"0000127205",2014-03-24,"0000124928",2014-03-25
"173640037298","000008176383","0263215",2014-03-30,3805.47,"Paid",2014-03-31,3805.47,"0000125913",2014-03-30,"0000125235",2014-04-06
"173640037299","000008176384","0251075",2014-04-01,2083.05,"Paid",2014-04-26,2083.05,"0000125435",2014-04-01,"0000124928",2014-04-07
"173640037300","000008176385","0238941",2014-04-02,3794.66,"Paid",2014-05-03,3794.66,"0000125548",2014-04-02,"0000124928",2014-04-07
"173640037301","000008176386","0264710",2014-03-26,16534.85,"Paid",2014-04-27,16534.85,"0000125548",2014-03-26,"0000124928",2014-03-29
"173640037302","000008176387","0246902",2014-04-06,16455.52,"Paid",2014-05-28,16455.52,"0000126677",2014-04-06,"0000124928",2014-04-07
"173640037303","000008176388","0259247",2014-03-29,17794.45,"Paid",2014-05-02,17794.45,"0000125493",2014-03-29,"0000124928",2014-03-30
"173640037304","000008176389","0250952",2014-03-25,8459,"Paid",2014-05-25,8459,"0000125170",2014-03-25,"0000125235",2014-04-02
"173640037305","000008176390","0249875",2014-03-25,12527.88,"Paid",2014-07-31,12527.88,"0000125170",2014-03-25,"0000124928",2014-03-29
"173640037306","000008176391","0247200",2014-03-31,3278.04,"Paid",2014-04-21,3278.04,"0000127199",2014-03-31,"0000125235",2014-04-02
"173640037307","000008176392","0235008",2014-04-02,6173.42,"Paid",2014-06-08,6173.42,"0000125548",2014-04-02,"0000124928",2014-04-05
"173640037308","000008176393","0258010",2014-03-30,2706.75,"Paid",2014-04-03,2706.75,"0000127205",2014-03-30,"0000125235",2014-04-06
"173640037309","000008176394","0245068",2014-04-02,23033.25,"Paid",2014-06-20,23033.25,"0000125493",2014-04-02,"0000124928",2014-04-09
"173640037310","000008176395","0239582",2014-04-06,24710.13,"Paid",2014-07-08,24710.13,"0000127199",2014-04-06,"0000125235",2014-04-08
"173640037311","000008176396","0237002",2014-04-02,27929.36,"Paid",2014-05-19,27929.36,"0000127561",2014-04-02,"0000125235",2014-04-06
"173640037312","000008176397","0243113",2014-04-14,11929.17,"Paid",2014-05-29,11929.17,"0000125913",2014-04-14,"0000125235",2014-04-23
"173640037313","000008176398","0251032",2014-04-06,17980.33,"Paid",2014-05-09,17980.33,"0000126692",2014-04-06,"0000125235",2014-04-07
"173640037314","000008176399","0242621",2014-04-01,10611.72,"Paid",2014-05-07,10611.72,"0000126932",2014-04-01,"0000124928",2014-04-06
"173640037315","000008176400","0246886",2014-04-07,11701.19,"Paid",2014-07-17,11701.19,"0000127205",2014-04-07,"0000125235",2014-04-16
"173640037316","000008176401","0239233",2014-04-07,12743.51,"Paid",2014-05-10,12743.51,"0000125435",2014-04-07,"0000125235",2014-04-14
"173640037317","000008176402","0244771",2014-04-16,8671.49,"Paid",2014-06-12,8671.49,"0000125935",2014-04-16,"0000124928",2014-04-21
"173640037318","000008176403","0248159",2014-04-08,3708.39,"Paid",2014-04-28,3708.39,"0000125170",2014-04-08,"0000125235",2014-04-12
"173640037319","000008176404","0246174",2014-04-09,3975.66,"Paid",2014-04-17,3975.66,"0000127199",2014-04-09,"0000124928",2014-04-13
"173640037320","000008176405","0234359",2014-04-02,2217.17,"Paid",2014-04-09,0,"0000127199",2014-04-02,"0000125235",2014-04-09
"173640037321","000008176406","0249962",2014-04-08,3334.43,"Paid",2014-06-30,3334.43,"0000125935",2014-04-08,"0000124928",2014-04-16
"173640037322","000008176407","0241883",2014-04-06,2963.84,"Paid",2014-04-13,2963.84,"0000127561",2014-04-06,"0000124928",2014-04-07
"173640037323","000008176408","0259979",2014-04-15,2331.43,"Paid",2014-07-06,2331.43,"0000127205",2014-04-15,"0000125235",2014-04-22
"173640037324","000008176409","0262171",2014-04-01,2738.54,"Paid",2014-04-24,2738.54,"0000126932",2014-04-01,"0000125235",2014-04-02
"173640037325","000008176410","0260662",2014-04-13,605.5,"Paid",2014-04-20,0,"0000127199",2014-04-13,"0000125235",2014-04-16
"173640037326","000008176411","0245204",2014-04-09,2207.67,"Paid",2014-05-13,2207.67,"0000125640",2014-04-09,"0000125235",2014-04-13
"173640037327","000008176412","0256782",2014-04-14,17436,"Paid",2014-05-02,17436,"0000126613",2014-04-14,"0000125235",2014-04-22
"173640037328","000008176413","0262176",2014-04-02,16886.6,"Paid",2014-04-15,16886.6,"0000127205",2014-04-02,"0000124928",2014-04-06
"173640037329","000008176414","0245916",2014-04-06,28670.7,"Paid",2014-06-11,28670.7,"0000125548",2014-04-06,"0000124928",2014-04-09
"173640037330","000008176415","0242943",2014-04-07,22814.1,"Paid",2014-05-07,22814.1,"0000127205",2014-04-07,"0000125235",2014-04-15
"173640037331","000008176416","0258596",2014-04-02,13263.07,"Paid",2014-06-05,13263.07,"0000126677",2014-04-02,"0000124928",2014-04-08
"173640037332","000008176417","0259251",2014-03-30,6384.48,"Paid",2014-06-05,6384.48,"0000126692",2014-03-30,"0000124928",2014-03-31
"173640037333","000008176418","0248721",2014-04-01,4947.14,"Paid",2014-04-08,0,"0000126692",2014-04-01,"0000124928",2014-04-08
"173640037334","000008176419","0245229",2014-04-01,3781.83,"Paid",2014-05-21,3781.83,"0000125493",2014-04-01,"0000124928",2014-04-09
"173640037335","000008176420","0262691",2014-04-09,29765.16,"Paid",2014-05-08,29765.16,"0000125640",2014-04-09,"0000124928",2014-04-12
"173640037336","000008176421","0261905",2014-04-06,20708.42,"Paid",2014-04-13,0,"0000125913",2014-04-06,"0000124928",2014-04-09
"173640037337","000008176422","0250637",2014-04-06,15460.61,"Paid",2014-06-17,15460.61,"0000125435",2014-04-06,"0000125235",2014-04-07
"173640037338","000008176423","0252896",2014-04-12,13897.29,"Paid",2014-07-14,13897.29,"0000125493",2014-04-12,"0000125235",2014-04-13
"173640037339","000008176424","0240431",2014-04-09,11765.7,"Paid",2014-04-26,11765.7,"0000126677",2014-04-09,"0000125235",2014-04-13
"173640037340","000008176425","0256430",2014-04-07,11753.94,"Paid",2014-06-09,11753.94,"0000126677",2014-04-07,"0000125235",2014-04-15
"173640037341","000008176426","0239913",2014-04-05,5008.77,"Paid",2014-07-13,5008.77,"0000127199",2014-04-05,"0000125235",2014-04-06
"173640037342","000008176427","0251368",2014-04-02,1557.07,"Paid",2014-05-20,1557.07,"0000125548",2014-04-02,"0000125235",2014-04-06
"173640037343","000008176428","0261324",2014-04-05,913.42,"Paid",2014-04-12,0,"0000127561",2014-04-05,"0000125235",2014-04-09
"173640037344","000008176429","0251836",2014-04-08,4093.42,"Paid",2014-05-09,4093.42,"0000126677",2014-04-08,"0000125235",2014-04-12
"173640037345","000008176430","0244579",2014-04-07,25940.39,"Paid",2014-05-01,25940.39,"0000125493",2014-04-07,"0000124928",2014-04-15
"173640037346","000008176431","0237149",2014-04-01,28766.6,"Paid",2014-04-11,28766.6,"0000125913",2014-04-01,"0000124928",2014-04-02
"173640037347","000008176432","0259011",2014-04-15,28018.92,"Paid",2014-04-23,28018.92,"0000125548",2014-04-15,"0000125235",2014-04-19
"173640037348","000008176433","0238984",2014-04-16,28583.86,"Paid",2015-03-31,28583.86,"0000127561",2014-04-16,"0000125235",2014-04-20
"173640037349","000008176434","0251238",2014-04-05,23407.64,"Paid",2014-04-24,23407.64,"0000127199",2014-04-05,"0000125235",2014-04-07
"173640037350","000008176435","0254394",2014-04-08,22848.46,"Paid",2014-07-17,22848.46,"0000126932",2014-04-08,"0000125235",2014-04-12
"173640037351","000008176436","0244590",2014-04-09,20656.17,"Paid",2014-06-09,20656.17,"0000125170",2014-04-09,"0000125235",2014-04-13
"173640037352","000008176437","0259844",2014-04-08,17821.71,"Paid",2014-05-04,17821.71,"0000125435",2014-04-08,"0000124928",2014-04-13
"173640037353","000008176438","0250031",2014-04-09,23257.01,"Paid",2014-05-14,23257.01,"0000127662",2014-04-09,"0000124928",2014-04-16
"173640037354","000008176439","0242953",2014-04-09,10020.78,"Paid",2014-05-11,10020.78,"0000127662",2014-04-09,"0000125235",2014-04-13
"173640037355","000008176440","0236567",2014-04-01,17635.67,"Paid",2014-04-16,17635.67,"0000125913",2014-04-01,"0000124928",2014-04-02
"173640037356","000008176441","0247870",2014-04-01,16051.2,"Paid",2014-11-10,16051.2,"0000127561",2014-04-01,"0000124928",2014-04-02
"173640037357","000008176442","0263644",2014-04-07,6349.35,"Paid",2014-05-19,6349.35,"0000126677",2014-04-07,"0000125235",2014-04-08
"173640037358","000008176443","0240671",2014-04-12,8772.81,"Paid",2014-04-21,8772.81,"0000125170",2014-04-12,"0000124928",2014-04-15
"173640037359","000008176444","0253861",2014-04-08,6329.56,"Paid",2015-07-05,6329.56,"0000125493",2014-04-08,"0000124928",2014-04-12
"173640037360","000008176445","0236056",2014-04-05,8256.88,"Paid",2014-04-18,8256.88,"0000125435",2014-04-05,"0000124928",2014-04-07
"173640037361","000008176446","0239846",2014-04-09,9075.42,"Paid",2014-06-22,9075.42,"0000125935",2014-04-09,"0000124928",2014-04-16
"173640037362","000008176447","0254969",2014-04-07,5141.58,"Paid",2014-05-15,5141.58,"0000125548",2014-04-07,"0000124928",2014-04-08
"173640037363","000008176448","0257880",2014-04-06,4693.13,"Paid",2014-12-06,4693.13,"0000125913",2014-04-06,"0000125235",2014-04-08
"173640037364","000008176449","0248748",2014-04-01,1696.87,"Paid",2014-04-08,0,"0000126677",2014-04-01,"0000124928",2014-04-09
"173640037365","000008176450","0251426",2014-04-05,6445.62,"Paid",2014-07-28,6445.62,"0000127205",2014-04-05,"0000125235",2014-04-07
"173640037366","000008176451","0242493",2014-04-08,2060.06,"Paid",2014-09-15,2060.06,"0000127199",2014-04-08,"0000124928",2014-04-13
"173640037367","000008176452","0245300",2014-04-16,4703.13,"Paid",2014-06-19,4703.13,"0000127662",2014-04-16,"0000124928",2014-04-21
"173640037368","000008176453","0251068",2014-04-07,7299.92,"Paid",2014-04-15,7299.92,"0000126692",2014-04-07,"0000125235",2014-04-15
"173640037369","000008176454","0261164",2014-04-09,2083.91,"Paid",2014-05-24,2083.91,"0000126932",2014-04-09,"0000125235",2014-04-12
"173640037370","000008176455","0254676",2014-04-01,1905.72,"Paid",2014-06-12,1905.72,"0000125913",2014-04-01,"0000125235",2014-04-02
"173640037371","000008176456","0244976",2014-04-02,1517.75,"Paid",2014-05-11,1517.75,"0000126932",2014-04-02,"0000125235",2014-04-06
"173640037372","000008176457","0256268",2014-04-08,3565.24,"Paid",2014-05-11,3565.24,"0000125435",2014-04-08,"0000124928",2014-04-16
"173640037373","000008176458","0238654",2014-04-12,1538.9,"Paid",2014-06-25,1538.9,"0000125548",2014-04-12,"0000124928",2014-04-13
"173640037374","000008176459","0242577",2014-04-05,1637.61,"Paid",2014-07-15,1637.61,"0000125435",2014-04-05,"0000125235",2014-04-07
"173640037375","000008176460","0247634",2014-04-15,3384.99,"Paid",2014-04-22,0,"0000127199",2014-04-15,"0000125235",2014-04-16
"173640037376","000008176461","0243857",2014-04-07,2133.98,"Paid",2014-06-13,2133.98,"0000127205",2014-04-07,"0000125235",2014-04-09
"173640037377","000008176462","0259543",2014-04-01,1446.97,"Paid",2014-05-13,1446.97,"0000125913",2014-04-01,"0000124928",2014-04-06
"173640037378","000008176463","0241371",2014-04-13,22026.77,"Paid",2014-06-10,22026.77,"0000126677",2014-04-13,"0000125235",2014-04-15
"173640037379","000008176464","0249158",2014-04-09,26796.97,"Paid",2014-04-28,26796.97,"0000127561",2014-04-09,"0000125235",2014-04-14
"173640037380","000008176465","0262762",2014-04-15,27314.28,"Paid",2014-11-24,27314.28,"0000125493",2014-04-15,"0000125235",2014-04-19
"173640037381","000008176466","0264029",2014-04-05,22020.93,"Paid",2014-05-16,22020.93,"0000125170",2014-04-05,"0000125235",2014-04-06
"173640037382","000008176467","0264139",2014-04-08,15933.55,"Paid",2014-06-19,15933.55,"0000125435",2014-04-08,"0000125235",2014-04-16
"173640037383","000008176468","0261905",2014-04-05,19276.47,"Paid",2014-04-12,0,"0000125640",2014-04-05,"0000125235",2014-04-07
"173640037384","000008176469","0263389",2014-04-02,21851.34,"Paid",2014-05-28,21851.34,"0000127199",2014-04-02,"0000125235",2014-04-08
"173640037385","000008176470","0250031",2014-04-13,22564.63,"Paid",2014-07-18,22564.63,"0000127199",2014-04-13,"0000124928",2014-04-16
"173640037386","000008176471","0241800",2014-04-14,21051.05,"Paid",2014-04-16,21051.05,"0000125170",2014-04-14,"0000125235",2014-04-23
"173640037387","000008176472","0257865",2014-04-06,17334.58,"Paid",2014-05-26,17334.58,"0000125640",2014-04-06,"0000125235",2014-04-07
"173640037388","000008176473","0237971",2014-04-13,17048.15,"Paid",2014-04-20,0,"0000125435",2014-04-13,"0000125235",2014-04-15
"173640037389","000008176474","0243291",2014-04-07,13091.07,"Paid",2014-05-01,13091.07,"0000127205",2014-04-07,"0000124928",2014-04-14
"173640037390","000008176475","0261288",2014-04-02,11415.33,"Paid",2014-06-11,11415.33,"0000127561",2014-04-02,"0000125235",2014-04-06
"173640037391","000008176476","0250667",2014-04-05,10676.93,"Paid",2015-05-14,10676.93,"0000127199",2014-04-05,"0000124928",2014-04-09
"173640037392","000008176477","0250589",2014-04-05,6153.89,"Paid",2014-06-02,6153.89,"0000125913",2014-04-05,"0000125235",2014-04-06
"173640037393","000008176478","0252441",2014-04-02,5069.56,"Paid",2014-08-04,5069.56,"0000126692",2014-04-02,"0000124928",2014-04-06
"173640037394","000008176479","0243205",2014-04-13,9519.72,"Paid",2014-04-12,9519.72,"0000125493",2014-04-13,"0000124928",2014-04-16
"173640037395","000008176480","0246381",2014-04-02,7950.46,"Paid",2014-05-10,7950.46,"0000127561",2014-04-02,"0000125235",2014-04-07
"173640037396","000008176481","0256434",2014-04-08,5578.13,"Paid",2014-04-15,0,"0000126932",2014-04-08,"0000124928",2014-04-12
"173640037397","000008176482","0259616",2014-04-06,3845.85,"Paid",2014-06-17,3845.85,"0000125493",2014-04-06,"0000125235",2014-04-09
"173640037398","000008176483","0240683",2014-04-07,4178.04,"Paid",2014-06-29,4178.04,"0000126677",2014-04-07,"0000124928",2014-04-09
"173640037399","000008176484","0245698",2014-04-09,2672.91,"Paid",2014-07-14,2672.91,"0000125935",2014-04-09,"0000125235",2014-04-13
"173640037400","000008176485","0235855",2014-04-06,3044.66,"Paid",2014-05-18,3044.66,"0000125548",2014-04-06,"0000124928",2014-04-09
"173640037401","000008176486","0250432",2014-04-07,5171.28,"Paid",2014-04-29,5171.28,"0000125913",2014-04-07,"0000125235",2014-04-13
"173640037402","000008176487","0263849",2014-04-08,2066.9,"Paid",2014-10-01,2066.9,"0000127561",2014-04-08,"0000124928",2014-04-16
"173640037403","000008176488","0244383",2014-04-09,4197.87,"Paid",2014-05-31,4197.87,"0000125435",2014-04-09,"0000124928",2014-04-16
"173640037404","000008176489","0250688",2014-04-08,2930.39,"Paid",2014-04-15,0,"0000125435",2014-04-08,"0000125235",2014-04-12
"173640037405","000008176490","0255779",2014-04-09,2852.12,"Paid",2014-09-29,2852.12,"0000127199",2014-04-09,"0000124928",2014-04-12
"173640037406","000008176492","0245309",2014-04-08,2282.63,"Paid",2014-05-19,2282.63,"0000125935",2014-04-08,"0000124928",2014-04-12
"173640037407","000008176493","0248172",2014-04-16,26418.77,"Paid",2014-05-17,26418.77,"0000125913",2014-04-16,"0000125235",2014-04-19
"173640037408","000008176494","0247702",2014-04-09,11469.67,"Paid",2014-06-13,11469.67,"0000125548",2014-04-09,"0000125235",2014-04-13
"173640037409","000008176495","0248655",2014-04-14,19190.65,"Paid",2014-05-08,19190.65,"0000125435",2014-04-14,"0000124928",2014-04-16
"173640037410","000008176496","0260695",2014-04-13,13772.13,"Paid",2014-05-31,13772.13,"0000126692",2014-04-13,"0000125235",2014-04-14
"173640037411","000008176497","0237890",2014-04-07,13467.85,"Paid",2014-05-19,13467.85,"0000125913",2014-04-07,"0000124928",2014-04-14
"173640037412","000008176498","0254892",2014-04-08,3670.11,"Paid",2014-05-16,3670.11,"0000127205",2014-04-08,"0000124928",2014-04-13
"173640037413","000008176499","0243699",2014-04-15,5187.17,"Paid",2014-05-31,5187.17,"0000127205",2014-04-15,"0000124928",2014-04-20
"173640037414","000008176500","0242928",2014-04-14,28353.98,"Paid",2014-05-17,28353.98,"0000127205",2014-04-14,"0000125235",2014-04-16
"173640037415","000008176501","0249971",2014-04-06,33693.48,"Paid",2014-04-12,33693.48,"0000125913",2014-04-06,"0000124928",2014-04-07
"173640037416","000008176502","0245500",2014-04-16,22054.53,"Paid",2014-05-13,22054.53,"0000127561",2014-04-16,"0000125235",2014-04-21
"173640037417","000008176503","0244555",2014-04-09,20175.3,"Paid",2015-07-28,20175.3,"0000127561",2014-04-09,"0000125235",2014-04-12
"173640037418","000008176504","0263746",2014-04-07,16757.15,"Paid",2014-04-14,0,"0000127561",2014-04-07,"0000125235",2014-04-09
"173640037419","000008176505","0238562",2014-04-16,13707.75,"Paid",2014-06-25,13707.75,"0000126932",2014-04-16,"0000125235",2014-04-20
"173640037420","000008176506","0242877",2014-04-16,3493.29,"Paid",2014-04-20,3493.29,"0000125548",2014-04-16,"0000125235",2014-04-19
"173640037421","000008176507","0234235",2014-04-07,4395.19,"Paid",2014-05-13,4395.19,"0000126692",2014-04-07,"0000125235",2014-04-14
"173640037422","000008176508","0244254",2014-04-08,2314.6,"Paid",2014-05-27,2314.6,"0000127199",2014-04-08,"0000124928",2014-04-16
"173640037423","000008176509","0262353",2014-04-08,4827.91,"Paid",2014-05-14,4827.91,"0000127205",2014-04-08,"0000125235",2014-04-13
"173640037424","000008176510","0256686",2014-04-12,2863.15,"Paid",2014-11-11,2863.15,"0000127561",2014-04-12,"0000125235",2014-04-14
"173640037425","000008176511","0237747",2014-04-06,2081.82,"Paid",2014-04-26,2081.82,"0000126613",2014-04-06,"0000124928",2014-04-08
"173640037426","000008176512","0240602",2014-04-16,21363.07,"Paid",2014-06-06,21363.07,"0000125935",2014-04-16,"0000124928",2014-04-23
"173640037427","000008176513","0263120",2014-04-09,30376.39,"Paid",2014-04-16,0,"0000125640",2014-04-09,"0000125235",2014-04-15
"173640037428","000008176514","0259844",2014-04-09,21930.62,"Paid",2014-04-19,21930.62,"0000125170",2014-04-09,"0000124928",2014-04-13
"173640037429","000008176515","0235782",2014-04-08,16744.37,"Paid",2014-04-27,16744.37,"0000127662",2014-04-08,"0000124928",2014-04-12
"173640037430","000008176516","0244548",2014-04-19,14943.36,"Paid",2014-06-11,14943.36,"0000127205",2014-04-19,"0000124928",2014-04-23
"173640037431","000008176517","0262710",2014-04-22,16752.12,"Paid",2014-06-19,16752.12,"0000125913",2014-04-22,"0000125235",2014-04-23
"173640037432","000008176518","0252948",2014-04-14,17736.93,"Paid",2014-06-01,17736.93,"0000125493",2014-04-14,"0000124928",2014-04-21
"173640037433","000008176519","0245553",2014-04-13,34776.35,"Paid",2014-06-18,34776.35,"0000127205",2014-04-13,"0000125235",2014-04-20
"173640037434","000008176520","0234468",2014-04-23,26183.72,"Paid",2014-06-10,26183.72,"0000126932",2014-04-23,"0000125235",2014-04-26
"173640037435","000008176521","0242248",2014-04-09,23967.63,"Paid",2014-04-21,23967.63,"0000126613",2014-04-09,"0000125235",2014-04-16
"173640037436","000008176522","0248235",2014-04-13,33087.8,"Paid",2014-04-18,33087.8,"0000125548",2014-04-13,"0000125235",2014-04-16
"173640037437","000008176523","0252175",2014-04-22,22080.02,"Paid",2014-07-30,22080.02,"0000125640",2014-04-22,"0000124928",2014-04-23
"173640037438","000008176524","0240350",2014-04-12,22448.94,"Paid",2014-11-03,22448.94,"0000125170",2014-04-12,"0000124928",2014-04-16
"173640037439","000008176525","0262176",2014-04-13,17279.75,"Paid",2014-05-27,17279.75,"0000126613",2014-04-13,"0000124928",2014-04-15
"173640037440","000008176526","0234936",2014-04-20,20296.14,"Paid",2014-06-18,20296.14,"0000126692",2014-04-20,"0000124928",2014-04-22
"173640037441","000008176527","0235576",2014-04-20,13937.01,"Paid",2014-04-23,13937.01,"0000127199",2014-04-20,"0000124928",2014-04-28
